Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,Dept_Human Resources,Dept_Research & Development,Dept_Sales,EduField_Human Resources,EduField_Life Sciences,EduField_Marketing,EduField_Medical,EduField_Other,EduField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Divorced,Married,Single
34,0,0,1,1,3,1,3,1016,1,18,1.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,1,4,3,0,1,3,3,13426,0,15,1.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
50,1,1,4,1,2,4,2,263,1,4,2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,1,13,4,1,2,5,3,12840,0,13,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,1,2,1,0,1,1,2,12082,0,19,3.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,0,2,0,2,1,1,10732,1,4,1.0,12.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
45,1,7,4,1,2,4,4,3236,0,14,3.0,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
39,1,11,4,1,1,1,1,8115,0,18,4.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
32,1,6,4,0,3,1,3,489,0,2,3.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
41,1,4,2,1,1,4,4,10791,0,10,3.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,0,3,2,0,3,3,4,6154,0,13,4.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,1,10,1,0,3,5,1,4575,1,5,4.0,2.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,0,1,1,1,2,5,2,741,1,4,3.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,1,6,4,1,2,1,4,0,0,10,4.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,1,15,2,1,3,5,2,1613,0,17,3.0,6.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
23,0,0,3,1,3,3,1,11741,1,16,2.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,1,8,4,0,2,1,1,4606,0,4,2.0,6.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
39,0,0,1,1,4,5,2,5705,0,16,3.0,11.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0,11,2,1,3,2,1,9589,0,4,4.0,8.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,1,1,1,1,3,2,4,15003,1,0,4.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
23,0,17,1,0,3,2,1,12740,0,8,2.0,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,0,0,2,1,2,2,1,1925,1,20,2.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
33,0,12,4,1,1,2,4,0,0,16,4.0,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,0,19,2,0,3,1,2,17611,0,11,4.0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,0,0,4,0,3,4,1,17185,1,8,4.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
40,0,2,1,0,3,4,2,7390,1,8,4.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,0,1,2,0,1,1,4,521,0,12,3.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,0,5,3,0,1,1,2,11037,0,2,4.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39,1,13,4,1,3,3,2,5994,0,8,2.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,1,4,3,0,3,4,3,5971,1,9,2.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
19,0,0,4,0,4,2,3,10714,0,0,1.0,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,1,0,2,0,1,1,1,8077,1,4,4.0,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,0,22,3,0,4,2,3,920,0,14,3.0,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,0,22,2,0,3,4,3,4974,0,11,1.0,8.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,1,13,4,0,3,5,3,9615,0,8,1.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,0,2,4,0,3,5,2,8905,0,4,3.0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,0,15,4,0,3,1,2,7736,0,23,1.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,0,16,4,1,2,3,3,10897,0,4,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47,0,7,1,1,2,2,4,4799,0,13,2.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
43,1,9,4,1,2,1,3,7344,1,7,1.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
44,0,19,3,0,4,3,4,0,0,11,3.0,10.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,0,0,4,0,1,2,2,4385,0,14,4.0,12.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49,0,17,2,0,3,4,4,10099,0,0,4.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,1,6,1,1,1,5,2,4664,0,11,4.0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,0,3,0,2,3,4,4307,1,20,2.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
56,1,0,1,0,3,2,2,1599,1,24,2.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,1,2,1,0,3,1,2,11226,0,10,2.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,0,1,1,4,2,3,9085,0,11,3.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,0,23,2,1,1,1,1,10388,1,28,4.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,1,13,1,0,4,5,1,0,1,20,3.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,0,17,1,1,2,5,2,5747,1,6,3.0,6.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
37,1,13,4,0,1,2,3,5184,0,6,1.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27,1,9,2,0,2,2,1,5182,1,18,4.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41,0,9,3,1,4,1,1,3602,1,3,1.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,0,5,3,1,4,1,3,4873,0,19,2.0,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,1,6,3,1,3,3,3,10503,0,13,2.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,1,0,2,1,1,3,1,0,0,15,3.0,10.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
33,1,17,3,0,1,3,1,14870,1,9,3.0,6.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,1,0,2,0,3,2,4,8780,1,6,1.0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
25,0,0,4,1,1,3,4,6303,1,22,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,25,4,1,2,2,2,10772,1,9,3.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
48,0,10,2,0,2,5,1,0,0,8,4.0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,0,10,3,0,4,4,3,3373,1,10,3.0,17.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38,0,14,2,0,2,5,3,5932,0,12,4.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39,1,0,2,0,1,2,1,12931,1,3,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,0,0,1,1,3,2,2,6284,1,6,2.0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25,0,5,2,1,4,4,3,8621,1,6,2.0,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,0,1,1,1,3,1,1,3727,0,17,1.0,18.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
41,0,8,4,0,4,1,1,8794,1,4,1.0,14.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,0,13,1,0,4,1,2,14399,0,0,2.0,8.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,1,20,2,1,3,3,1,11189,0,0,4.0,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,1,15,4,1,2,1,3,6119,0,0,1.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,1,1,1,1,2,3,4,9683,0,21,4.0,11.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
39,0,6,2,0,2,3,2,9221,1,11,4.0,12.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
39,1,3,4,1,2,1,1,8887,1,15,2.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,1,0,1,0,3,1,2,11737,0,15,4.0,7.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
53,0,0,2,1,1,4,1,11702,0,11,2.0,16.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,0,22,2,1,4,4,4,5904,1,10,1.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,9,3,1,3,3,2,9524,1,19,3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,1,7,3,0,2,4,1,4699,0,12,3.0,6.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,1,13,1,0,2,3,4,2157,1,22,3.0,13.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0,13,1,0,3,2,3,5234,1,16,3.0,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,18,1,0,4,3,1,6143,1,6,3.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,3,2,0,3,3,4,0,0,7,3.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
45,1,12,1,0,3,4,4,10553,0,5,4.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,1,2,1,1,2,2,0,0,20,4.0,8.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,0,7,1,0,3,5,1,19284,0,8,3.0,6.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
54,1,9,2,1,1,5,3,13573,0,5,1.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
34,0,10,2,0,4,5,1,5274,1,13,1.0,9.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,1,10,3,1,3,2,4,6547,1,10,4.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,1,15,4,1,3,1,3,7929,1,13,4.0,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,1,4,2,0,2,2,4,3729,0,25,3.0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,1,10,1,1,3,4,2,7409,1,18,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,3,3,0,2,3,1,5824,0,11,2.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,32,1,0,2,3,4,6059,0,0,3.0,7.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,1,1,1,0,2,4,4,7357,0,7,4.0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,1,3,2,0,4,4,1,318,0,16,4.0,8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50,1,16,2,1,1,3,3,6689,0,2,4.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
34,1,5,4,0,2,1,4,7272,0,27,2.0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
61,1,16,2,1,3,1,1,7109,1,11,1.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,0,10,2,1,3,1,2,5486,0,11,4.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,0,5,4,1,2,4,2,11859,1,6,3.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27,0,3,1,0,2,3,1,4837,0,15,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
41,0,2,4,1,3,3,4,7573,1,2,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,1,6,4,0,2,3,1,12610,0,28,3.0,7.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
43,1,7,4,1,1,2,1,6129,0,21,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
41,1,2,3,0,1,2,4,7512,1,18,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
36,1,8,1,0,4,5,3,6049,0,0,2.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,1,0,3,0,2,2,3,12328,0,12,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,0,15,3,0,4,1,2,5289,1,20,4.0,5.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,1,16,2,1,4,1,3,12544,1,15,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,0,3,4,1,4,1,1,6015,0,3,4.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,0,3,4,0,2,1,4,2456,1,6,2.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,0,10,3,1,4,5,2,9701,1,7,2.0,13.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,0,19,2,0,1,1,3,5068,0,6,2.0,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,1,21,2,0,4,4,1,9424,1,23,4.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,0,0,2,1,1,4,2,0,0,0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,17,1,0,1,4,4,6527,1,16,2.0,5.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,0,8,3,0,2,2,3,4339,0,1,4.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,1,8,1,0,4,3,1,1497,0,3,2.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40,1,13,2,0,2,5,4,3898,0,0,4.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42,1,5,2,0,1,4,1,3801,1,7,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46,0,18,2,1,3,4,1,6277,0,23,1.0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46,0,20,4,1,4,1,1,65,1,13,4.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
24,1,21,3,1,2,4,4,7991,0,1,2.0,11.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28,0,0,4,0,3,1,2,12935,0,19,4.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,1,7,1,0,4,1,1,7825,0,20,1.0,9.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,1,0,4,0,4,3,2,10311,1,12,4.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,0,2,3,0,2,2,2,11656,0,27,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
72,0,0,4,0,3,1,3,12324,0,17,1.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,12,2,0,2,1,3,15307,1,16,3.0,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
47,0,10,1,1,4,3,2,4152,0,5,2.0,18.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
45,1,5,1,0,4,1,3,3120,0,16,4.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,1,2,2,1,1,5,3,10191,1,12,2.0,22.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,1,11,2,0,4,2,2,9837,1,15,2.0,23.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,1,0,2,1,4,5,4,10154,1,5,1.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,1,0,3,0,3,4,3,15397,0,12,1.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,0,0,4,1,3,2,3,6556,1,4,4.0,14.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,1,7,1,1,1,4,4,8509,0,0,4.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,1,4,4,0,1,1,4,1887,0,19,4.0,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
58,1,6,2,0,1,3,4,16555,1,0,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19,0,13,2,1,2,5,2,4918,1,12,3.0,2.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
43,0,17,4,0,2,4,4,5051,0,13,4.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
22,0,20,1,0,1,1,2,4870,1,13,1.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,9,3,0,2,5,1,3466,1,9,3.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,1,12,4,1,4,5,1,3068,0,13,2.0,15.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,1,10,2,0,1,4,4,4037,1,14,1.0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27,0,0,2,1,1,1,4,72,1,16,4.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,0,6,3,1,2,3,1,2805,1,24,4.0,7.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43,1,6,4,0,3,4,2,15678,0,13,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,1,5,3,1,1,5,2,9966,1,11,3.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
38,0,8,3,0,2,5,4,10862,1,4,1.0,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
37,0,7,1,0,2,2,4,12045,0,14,3.0,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,1,1,1,3,1,4,15137,0,16,1.0,9.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56,0,7,2,1,1,2,1,0,0,9,3.0,10.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
42,1,4,4,1,3,3,3,712,0,15,2.0,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,1,0,1,1,4,4,4,2719,1,9,4.0,12.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,1,0,2,1,3,5,2,4291,0,16,4.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30,0,9,4,0,3,1,3,5087,0,18,2.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
44,0,18,2,1,2,5,2,4398,1,18,4.0,17.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29,1,0,1,0,3,2,3,7535,0,12,4.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,1,2,2,0,4,2,1,6669,0,3,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41,1,12,4,1,2,4,3,3099,1,6,4.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,1,16,4,1,4,1,2,0,0,15,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
25,0,5,2,1,3,1,3,1828,0,30,1.0,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33,1,3,4,1,4,4,1,3917,1,8,4.0,6.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,1,19,2,1,4,2,2,5339,1,14,2.0,13.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,1,15,4,0,3,2,4,1184,1,6,4.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,1,16,2,0,3,2,3,4192,1,3,2.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1,5,2,0,2,5,2,1178,1,6,2.0,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
25,1,18,2,1,2,3,3,5910,1,0,1.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,1,0,3,1,1,2,1,1450,1,21,3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56,0,18,4,0,2,3,2,2506,1,0,1.0,7.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,0,8,1,1,3,3,4,341,1,9,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,0,10,2,1,4,1,4,5780,1,2,4.0,16.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
32,0,1,3,1,4,4,3,2423,1,4,2.0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
48,1,0,1,0,2,5,1,10772,1,21,3.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,10,2,1,2,3,1,8413,0,12,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,13,1,0,3,5,3,6174,1,3,4.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,1,14,3,1,4,1,2,2748,1,6,2.0,11.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
28,1,14,1,1,1,2,2,8294,1,5,4.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,12,2,0,1,3,3,9754,1,10,1.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7,0,1,1,1,2,4,2,7174,1,12,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,1,15,1,1,1,1,2,14053,0,26,4.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
34,0,0,2,1,3,5,2,8666,0,0,1.0,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,1,18,3,0,1,2,3,10804,0,11,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51,1,8,3,1,2,5,4,7131,0,8,3.0,7.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
