Sum of Age,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,EducationField,Sum of EmployeeCount,EmployeeNumber,Sum of EnvironmentSatisfaction,Gender,Sum of HourlyRate,Sum of JobInvolvement,Sum of JobLevel,JobRole,Sum of JobSatisfaction,MaritalStatus,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,Sum of PerformanceRating,Sum of RelationshipSatisfaction,Sum of StandardHours,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
66,No,Travel_Rarely,2856,Sales,16,6,Medical,2,1144,2,Female,134,4,4,Research Scientist,4,Married,10432,48608,8,Y,No,22,6,6,160,0,16,4,2,4,22,0,4
66,No,Travel_Rarely,1884,Sales,6,6,Medical,2,1148,2,Male,164,4,2,Manufacturing Director,2,Married,2018,25084,6,Y,No,30,6,8,160,2,28,6,2,10,2,0,4
58,No,Travel_Rarely,1404,Sales,2,4,Medical,2,1159,6,Male,200,6,2,Sales Representative,8,Married,20144,8534,2,Y,No,24,6,2,160,2,0,6,4,8,4,10,8
66,No,Travel_Rarely,1768,Sales,32,6,Medical,2,1191,8,Male,138,4,4,Research Scientist,6,Married,20690,15790,2,Y,No,30,6,4,160,0,0,0,4,0,0,8,16
56,No,Travel_Rarely,454,Sales,12,4,Medical,2,1192,8,Female,104,6,2,Sales Executive,4,Single,25602,45848,4,Y,Yes,40,6,6,160,0,32,4,6,24,18,0,4
48,No,Travel_Rarely,204,Sales,2,8,Medical,2,1210,2,Male,164,6,4,Healthcare Representative,2,Single,9116,24740,8,Y,Yes,26,6,2,160,2,42,6,6,0,10,0,0
78,No,Travel_Rarely,622,Sales,20,2,Medical,2,1224,4,Male,154,6,4,Research Director,6,Divorced,2018,20590,6,Y,No,22,6,6,160,0,18,12,6,10,12,8,0
80,No,Travel_Rarely,1360,Sales,40,4,Medical,2,1236,6,Male,166,4,2,Laboratory Technician,2,Divorced,35772,41088,6,Y,Yes,28,6,8,160,2,14,6,6,0,12,14,10
68,No,Travel_Rarely,1902,Sales,2,4,Medical,2,1300,4,Male,124,2,4,Human Resources,6,Married,17480,53998,4,Y,No,38,6,2,160,0,34,4,4,26,0,6,12
68,No,Travel_Rarely,710,Sales,2,6,Medical,2,1313,4,Female,144,4,2,Sales Executive,6,Married,21160,53142,6,Y,No,30,6,6,160,0,30,8,2,8,12,10,16
98,No,Travel_Rarely,2234,Sales,22,8,Medical,2,1328,2,Female,102,6,6,Sales Executive,6,Divorced,27076,22564,18,Y,No,36,6,4,160,0,38,2,4,8,16,0,22
78,No,Travel_Rarely,1700,Sales,32,2,Medical,2,1333,2,Male,126,2,6,Manufacturing Director,4,Married,22722,20570,10,Y,No,22,6,4,160,0,4,2,4,36,14,6,12
66,No,Travel_Rarely,2558,Sales,24,8,Medical,2,1343,8,Male,106,2,4,Human Resources,6,Married,26186,8748,2,Y,No,34,6,2,160,2,0,4,2,16,12,4,14
90,No,Travel_Rarely,1966,Sales,30,6,Medical,2,1345,4,Male,146,2,2,Sales Executive,8,Married,6942,40566,10,Y,No,34,6,4,160,0,4,6,4,0,2,12,20
52,No,Travel_Rarely,2388,Sales,8,6,Medical,2,1346,2,Male,74,4,2,Sales Executive,6,Married,24952,53998,2,Y,Yes,22,6,8,160,0,0,10,2,0,0,2,16
58,No,Travel_Rarely,2218,Sales,22,8,Medical,2,1355,8,Male,138,4,6,Sales Executive,2,Single,20522,40050,4,Y,Yes,22,6,8,160,0,36,6,6,6,12,0,10
62,No,Travel_Rarely,648,Sales,22,6,Medical,2,1369,6,Female,96,2,2,Research Scientist,8,Divorced,4550,37200,10,Y,No,28,6,2,160,0,26,4,6,22,8,2,8
72,No,Travel_Rarely,1454,Sales,6,4,Medical,2,1369,6,Male,116,6,4,Sales Executive,4,Single,3516,35794,6,Y,No,22,6,8,160,4,36,4,4,0,10,0,0
74,No,Travel_Rarely,1078,Sales,16,6,Medical,2,1388,4,Male,60,4,2,Research Scientist,4,Married,17916,33468,8,Y,No,26,6,4,160,2,4,0,6,18,8,2,0
70,No,Travel_Rarely,1364,Sales,2,6,Medical,2,1421,2,Male,94,4,2,Sales Executive,4,Married,15424,42484,4,Y,No,26,6,4,160,0,2,10,4,0,18,4,4
36,No,Travel_Rarely,204,Sales,6,6,Medical,2,1453,6,Male,138,2,4,Laboratory Technician,2,Single,16242,26286,0,Y,No,32,6,6,160,0,12,6,4,16,12,8,0
42,No,Travel_Rarely,1352,Sales,38,6,Medical,2,1456,2,Male,150,4,4,Research Scientist,8,Divorced,16292,4188,0,Y,Yes,32,6,2,160,2,2,4,6,0,0,2,0
88,No,Travel_Rarely,858,Sales,14,4,Medical,2,1478,4,Female,166,6,4,Laboratory Technician,4,Divorced,10424,34606,12,Y,Yes,34,6,4,160,0,12,6,8,4,0,6,4
72,No,Travel_Rarely,2998,Sales,4,6,Medical,2,1501,4,Male,156,4,2,Sales Executive,4,Divorced,10542,40998,4,Y,Yes,24,6,4,160,0,16,6,4,20,18,0,2
46,No,Travel_Rarely,2470,Sales,2,8,Medical,2,1516,6,Male,102,4,2,Sales Executive,6,Married,10502,4188,6,Y,Yes,28,6,4,160,2,18,4,2,14,14,0,0
72,No,Travel_Rarely,2998,Sales,14,8,Medical,2,1534,2,Male,116,4,4,Manufacturing Director,8,Divorced,2018,53998,18,Y,Yes,32,6,8,160,2,6,2,4,2,8,0,2
68,No,Travel_Rarely,1440,Sales,12,4,Medical,2,1544,4,Male,170,4,4,Research Scientist,2,Married,10526,16988,2,Y,No,24,6,8,160,2,24,4,4,0,10,6,20
98,No,Travel_Rarely,1690,Sales,2,6,Medical,2,1560,4,Female,96,4,2,Research Scientist,4,Married,8126,24652,2,Y,No,34,6,8,160,0,54,6,6,0,6,2,2
84,No,Travel_Rarely,2028,Sales,8,2,Medical,2,1564,4,Male,146,2,4,Laboratory Technician,6,Single,16898,49738,6,Y,No,22,6,6,160,0,18,2,6,10,2,4,12
48,No,Travel_Rarely,1556,Sales,8,6,Medical,2,1569,2,Male,142,4,6,Sales Executive,6,Married,18000,36616,8,Y,No,34,6,6,160,0,28,10,4,4,2,10,2
74,No,Travel_Rarely,2036,Sales,26,6,Medical,2,1583,4,Male,176,6,2,Manufacturing Director,4,Divorced,21920,17502,10,Y,No,26,6,2,160,0,28,6,4,4,0,0,20
106,No,Travel_Rarely,2790,Sales,2,6,Medical,2,1593,4,Male,60,4,4,Laboratory Technician,8,Married,2018,42942,6,Y,Yes,30,6,2,160,0,10,4,4,20,12,8,8
46,No,Travel_Rarely,2178,Sales,32,2,Medical,2,1596,2,Female,114,4,6,Sales Executive,6,Married,25460,7554,0,Y,No,26,6,2,160,2,30,4,2,22,12,4,4
54,No,Travel_Rarely,770,Sales,10,2,Medical,2,1596,2,Male,60,2,2,Laboratory Technician,4,Divorced,11476,10184,4,Y,Yes,28,6,4,160,2,4,6,4,6,0,16,6
100,No,Travel_Rarely,1930,Sales,18,6,Medical,2,1608,6,Female,140,4,4,Laboratory Technician,6,Divorced,9848,11606,6,Y,Yes,32,6,6,160,4,22,0,6,30,6,16,16
86,No,Travel_Rarely,2622,Sales,16,6,Medical,2,1630,4,Male,154,6,2,Laboratory Technician,8,Married,7540,43604,6,Y,Yes,30,6,8,160,0,12,6,4,20,6,4,16
68,No,Travel_Rarely,1240,Sales,6,6,Medical,2,1663,2,Male,120,6,4,Healthcare Representative,4,Divorced,9710,53998,4,Y,No,22,6,6,160,2,10,4,6,0,10,4,6
96,No,Travel_Rarely,838,Sales,22,6,Medical,2,1686,8,Female,128,6,2,Sales Representative,6,Divorced,23510,51402,0,Y,No,30,6,6,160,0,10,0,4,0,0,0,16
104,No,Travel_Rarely,1852,Sales,18,10,Medical,2,1687,4,Female,98,4,4,Human Resources,6,Single,8810,46390,10,Y,No,22,6,6,160,0,26,2,4,24,0,10,12
92,No,Travel_Rarely,1070,Sales,40,4,Medical,2,1720,4,Female,60,4,4,Research Scientist,4,Single,23644,29812,0,Y,Yes,24,6,2,160,6,16,4,6,10,6,14,10
70,No,Travel_Rarely,1216,Sales,2,6,Medical,2,1722,6,Female,128,4,6,Laboratory Technician,2,Divorced,10120,22312,0,Y,No,28,6,6,160,0,4,2,4,2,20,4,8
84,No,Travel_Rarely,1848,Sales,14,6,Medical,2,1722,4,Female,92,4,6,Research Scientist,2,Single,2018,12816,2,Y,No,38,6,2,160,0,4,8,4,0,0,0,0
50,No,Travel_Rarely,2012,Sales,32,6,Medical,2,1734,4,Female,72,2,4,Healthcare Representative,4,Married,13110,46040,4,Y,No,36,6,6,160,0,24,4,4,0,8,6,14
46,No,Travel_Rarely,2244,Sales,10,6,Medical,2,1762,4,Male,88,4,4,Human Resources,4,Married,12216,32542,0,Y,No,28,6,2,160,0,30,8,4,10,4,8,0
54,No,Travel_Rarely,2508,Sales,2,6,Medical,2,1780,4,Female,62,4,2,Sales Executive,8,Divorced,9446,41062,0,Y,Yes,30,6,6,160,2,24,6,2,6,6,0,2
82,No,Travel_Rarely,1576,Sales,34,6,Medical,2,1787,4,Female,156,4,2,Laboratory Technician,6,Married,16332,24998,0,Y,No,32,6,2,160,0,24,2,4,10,0,0,2
74,No,Travel_Rarely,1152,Sales,28,8,Medical,2,1829,4,Female,60,4,2,Manager,6,Divorced,8878,33492,2,Y,No,30,6,6,160,2,26,8,6,22,10,0,0
84,No,Travel_Rarely,2278,Sales,20,8,Medical,2,1868,6,Male,142,6,4,Sales Executive,6,Single,6672,44856,12,Y,No,24,6,4,160,0,18,8,2,12,0,0,12
84,No,Travel_Rarely,1366,Sales,2,6,Medical,2,1880,2,Male,96,6,4,Research Director,6,Married,18268,32116,0,Y,Yes,28,6,6,160,2,8,4,6,2,4,2,10
76,No,Travel_Rarely,2090,Sales,2,6,Medical,2,1915,8,Male,166,8,2,Sales Executive,4,Married,2864,43896,12,Y,No,28,6,4,160,2,12,6,4,0,12,6,0
74,No,Travel_Rarely,942,Sales,2,6,Medical,2,1967,2,Female,158,6,4,Research Scientist,4,Married,6980,30436,4,Y,No,24,6,6,160,0,10,2,4,14,0,8,10
82,No,Travel_Rarely,2182,Sales,18,2,Medical,2,2068,2,Female,158,4,8,Manufacturing Director,6,Married,2018,44020,2,Y,Yes,30,6,8,160,0,28,6,6,0,8,10,2
90,No,Travel_Rarely,1396,Sales,50,6,Medical,2,2068,6,Male,98,4,4,Sales Executive,6,Married,14510,36794,10,Y,No,30,6,8,160,2,0,8,8,8,0,8,0
102,No,Travel_Rarely,1352,Sales,2,4,Other,2,1,6,Male,200,4,6,Laboratory Technician,4,Divorced,13442,37848,4,Y,No,24,6,6,160,4,32,4,6,20,2,0,10
56,No,Travel_Rarely,2160,Sales,30,8,Other,2,402,8,Male,148,4,2,Laboratory Technician,4,Married,9388,42360,6,Y,No,30,6,6,160,2,16,4,4,18,4,0,20
68,No,Travel_Rarely,1818,Sales,2,6,Other,2,497,4,Male,60,2,8,Sales Executive,2,Married,11500,16190,14,Y,No,26,6,2,160,2,18,0,6,14,0,0,18
54,No,Travel_Rarely,1510,Sales,26,6,Other,2,525,4,Female,110,4,2,Laboratory Technician,2,Married,13700,38508,2,Y,No,34,6,4,160,0,30,2,4,4,6,8,12
44,No,Travel_Rarely,1568,Sales,8,8,Other,2,703,6,Male,154,6,6,Sales Executive,6,Divorced,28274,37590,4,Y,No,48,6,2,160,0,52,6,4,2,8,0,8
62,No,Travel_Rarely,1616,Sales,20,2,Other,2,725,2,Female,110,4,2,Human Resources,2,Divorced,8258,31518,4,Y,No,30,6,2,160,0,6,4,6,6,20,8,12
62,No,Travel_Rarely,2982,Sales,30,4,Other,2,901,6,Female,190,4,6,Healthcare Representative,8,Divorced,11756,50492,0,Y,No,22,6,6,160,2,6,10,4,20,0,2,0
44,No,Travel_Rarely,2534,Sales,26,6,Other,2,903,6,Male,94,6,4,Sales Executive,6,Married,12360,24234,2,Y,Yes,28,6,4,160,0,22,2,4,4,6,2,4
60,No,Travel_Rarely,1010,Sales,30,2,Other,2,926,8,Male,164,4,2,Healthcare Representative,2,Married,13776,16490,0,Y,Yes,40,6,8,160,2,66,6,2,24,4,10,12
76,No,Travel_Rarely,204,Sales,8,4,Other,2,1074,4,Male,90,6,6,Manager,6,Single,17218,16528,8,Y,Yes,26,6,2,160,0,24,10,6,20,6,24,8
52,No,Travel_Rarely,2282,Sales,12,6,Other,2,1104,6,Male,126,6,8,Manager,2,Divorced,2668,10080,14,Y,No,34,6,8,160,2,16,2,6,6,6,0,6
80,No,Travel_Rarely,1984,Sales,6,6,Other,2,1195,6,Male,104,4,6,Sales Executive,8,Married,8532,5270,2,Y,No,38,6,6,160,2,38,2,4,4,8,6,0
64,No,Travel_Rarely,2556,Sales,28,4,Other,2,1248,4,Female,200,4,6,Manager,6,Married,2018,31542,0,Y,No,32,6,6,160,2,30,4,6,24,16,8,20
80,No,Travel_Rarely,2310,Sales,4,6,Other,2,1252,2,Male,84,2,2,Research Scientist,2,Divorced,14440,43496,2,Y,No,36,6,8,160,0,0,2,6,8,0,12,14
92,No,Travel_Rarely,1556,Sales,20,6,Other,2,1255,2,Male,152,6,2,Laboratory Technician,6,Single,16352,16410,0,Y,No,36,6,4,160,4,38,6,4,24,12,14,14
74,No,Travel_Rarely,864,Sales,16,4,Other,2,1488,6,Male,200,4,4,Research Scientist,6,Single,19910,29154,0,Y,No,36,6,4,160,0,36,4,4,4,8,8,4
76,No,Travel_Rarely,1714,Sales,26,2,Other,2,1680,2,Male,132,6,2,Manager,6,Married,19484,15746,8,Y,No,24,6,6,160,0,0,6,4,8,14,0,8
52,No,Travel_Rarely,1730,Sales,8,2,Other,2,1718,4,Female,90,4,6,Research Scientist,2,Divorced,21128,40302,2,Y,No,40,6,4,160,2,0,2,4,16,14,0,22
98,No,Travel_Rarely,2024,Sales,8,4,Other,2,1762,6,Male,124,4,4,Research Scientist,6,Married,26388,21784,0,Y,Yes,22,6,6,160,0,0,6,6,8,10,0,10
80,No,Travel_Rarely,2212,Sales,2,2,Other,2,1779,4,Female,200,4,4,Manager,2,Single,14840,53998,4,Y,Yes,30,6,4,160,2,16,10,4,30,10,8,20
46,No,Travel_Rarely,590,Sales,12,4,Other,2,1896,4,Female,98,8,4,Research Scientist,4,Married,29150,50982,10,Y,No,30,6,2,160,0,34,4,8,32,16,0,2
66,No,Travel_Rarely,1628,Sales,10,6,Other,2,2033,4,Female,200,4,4,Research Scientist,6,Single,27158,44146,12,Y,Yes,22,6,4,160,0,0,0,6,10,2,10,16
60,No,Travel_Rarely,2998,Sales,8,4,Technical Degree,2,1,4,Male,116,6,4,Sales Executive,4,Divorced,16652,4814,2,Y,No,30,6,6,160,2,2,4,4,22,4,2,10
66,No,Travel_Rarely,1526,Sales,20,4,Technical Degree,2,154,4,Female,124,2,2,Laboratory Technician,4,Divorced,19116,28878,6,Y,No,30,6,8,160,2,22,6,4,14,22,4,12
74,No,Travel_Rarely,2998,Sales,2,4,Technical Degree,2,491,2,Male,82,6,2,Sales Executive,8,Married,5396,10122,8,Y,No,22,6,4,160,2,8,4,6,12,2,0,8
56,No,Travel_Rarely,894,Sales,28,8,Technical Degree,2,698,4,Male,60,6,2,Sales Executive,6,Single,14136,19442,8,Y,Yes,34,6,2,160,0,28,8,4,2,6,0,4
48,No,Travel_Rarely,616,Sales,34,2,Technical Degree,2,840,4,Male,168,6,4,Sales Representative,2,Married,22388,4188,2,Y,No,36,6,4,160,0,10,2,4,2,0,2,4
88,No,Travel_Rarely,2998,Sales,2,4,Technical Degree,2,889,6,Male,136,6,6,Research Scientist,4,Single,16360,42568,0,Y,No,38,6,8,160,2,12,2,8,16,10,16,16
76,No,Travel_Rarely,2070,Sales,24,4,Technical Degree,2,912,6,Male,92,2,4,Research Scientist,2,Single,17324,35354,0,Y,No,30,6,2,160,0,22,4,4,40,10,0,8
56,No,Travel_Rarely,1236,Sales,16,4,Technical Degree,2,913,4,Male,82,6,4,Research Scientist,4,Divorced,14758,4188,2,Y,No,30,6,2,160,2,26,10,6,14,18,8,6
86,No,Travel_Rarely,2306,Sales,8,2,Technical Degree,2,944,2,Male,170,6,4,Sales Representative,6,Married,15358,43358,0,Y,No,24,6,6,160,2,28,2,4,20,0,4,8
68,No,Travel_Rarely,2510,Sales,2,4,Technical Degree,2,991,6,Male,80,6,2,Healthcare Representative,2,Divorced,12240,35322,10,Y,No,26,6,8,160,0,28,6,6,0,8,0,2
78,No,Travel_Rarely,822,Sales,6,6,Technical Degree,2,1039,6,Male,112,6,6,Sales Executive,4,Married,19188,37468,18,Y,Yes,26,6,2,160,2,26,2,6,14,10,4,14
112,No,Travel_Rarely,1556,Sales,6,2,Technical Degree,2,1110,8,Male,112,6,6,Laboratory Technician,8,Married,2018,21102,2,Y,No,22,6,4,160,2,28,2,4,12,8,2,12
72,No,Travel_Rarely,396,Sales,10,6,Technical Degree,2,1164,6,Male,132,6,2,Laboratory Technician,6,Single,13810,27748,6,Y,No,24,6,6,160,2,14,4,4,20,12,0,8
52,No,Travel_Rarely,2566,Sales,12,4,Technical Degree,2,1171,4,Male,138,4,4,Research Scientist,2,Married,19884,8976,6,Y,Yes,26,6,4,160,2,24,6,4,16,18,0,0
58,No,Travel_Rarely,2482,Sales,12,4,Technical Degree,2,1222,2,Male,90,4,4,Laboratory Technician,6,Single,13278,11380,2,Y,No,24,6,6,160,0,26,6,4,18,12,10,0
72,No,Travel_Rarely,940,Sales,2,8,Technical Degree,2,1263,8,Male,152,4,4,Research Scientist,4,Divorced,10262,34634,8,Y,Yes,26,6,4,160,0,14,4,6,20,8,0,14
56,No,Travel_Rarely,496,Sales,10,4,Technical Degree,2,1298,8,Female,68,4,2,Research Scientist,4,Divorced,8240,37572,6,Y,No,34,6,2,160,4,32,2,4,20,12,0,0
104,No,Travel_Rarely,530,Sales,12,6,Technical Degree,2,1365,2,Female,106,4,6,Sales Representative,6,Married,13824,28386,8,Y,No,24,6,4,160,0,36,6,6,14,6,0,12
90,No,Travel_Rarely,1268,Sales,2,8,Technical Degree,2,1432,2,Female,64,6,2,Sales Executive,4,Single,9796,35996,0,Y,No,30,6,8,160,0,0,6,2,4,2,2,20
90,No,Travel_Rarely,2998,Sales,22,8,Technical Degree,2,1514,4,Female,176,4,8,Research Scientist,2,Married,10434,37690,8,Y,Yes,28,6,8,160,0,58,4,4,14,0,14,20
42,No,Travel_Rarely,1574,Sales,10,4,Technical Degree,2,1585,2,Male,96,4,2,Research Scientist,4,Divorced,2018,53998,8,Y,No,38,6,4,160,0,38,6,6,0,0,0,10
76,No,Travel_Rarely,1380,Sales,2,4,Technical Degree,2,1615,4,Male,120,4,2,Sales Executive,4,Single,13596,5834,0,Y,No,32,6,4,160,0,32,8,4,20,0,8,18
88,No,Travel_Rarely,2098,Sales,2,6,Technical Degree,2,1780,6,Male,60,4,6,Sales Representative,4,Divorced,20244,53998,0,Y,No,30,6,6,160,2,60,2,4,24,6,0,0
50,No,Travel_Rarely,2458,Sales,28,6,Technical Degree,2,1802,6,Female,200,4,6,Manufacturing Director,4,Single,21248,39578,0,Y,No,32,6,4,160,0,12,4,4,0,0,2,0
74,No,Travel_Rarely,800,Sales,14,6,Technical Degree,2,2068,2,Female,78,6,2,Research Director,6,Married,22786,36872,8,Y,No,24,6,8,160,2,12,6,8,18,10,6,10
80,Yes,Non-Travel,1724,Research & Development,2,4,Life Sciences,2,278,6,Female,200,4,2,Research Scientist,2,Single,12898,51554,6,Y,Yes,22,6,2,160,0,24,4,4,6,0,10,14
80,Yes,Non-Travel,1244,Research & Development,58,4,Life Sciences,2,380,6,Female,66,4,6,Laboratory Technician,6,Married,8460,15454,0,Y,No,28,6,4,160,0,10,0,4,4,16,0,4
78,Yes,Non-Travel,2908,Research & Development,18,8,Life Sciences,2,660,4,Female,196,4,4,Laboratory Technician,6,Divorced,10730,4188,4,Y,Yes,40,6,6,160,2,12,2,4,12,4,2,8
100,Yes,Non-Travel,1602,Research & Development,26,6,Life Sciences,2,663,8,Female,146,2,4,Research Scientist,6,Divorced,22120,29170,10,Y,No,32,6,2,160,2,22,4,6,8,8,0,4
58,Yes,Non-Travel,1236,Research & Development,2,6,Life Sciences,2,714,8,Female,92,6,4,Healthcare Representative,6,Married,5152,4392,2,Y,No,34,6,4,160,0,26,4,2,38,0,0,6
56,Yes,Non-Travel,204,Research & Development,2,6,Life Sciences,2,798,4,Female,138,2,2,Healthcare Representative,2,Divorced,24374,53998,8,Y,No,30,6,8,160,0,28,4,4,4,0,6,12
74,Yes,Non-Travel,2742,Research & Development,8,2,Life Sciences,2,888,4,Male,94,2,4,Research Scientist,4,Divorced,20490,29682,2,Y,No,22,6,2,160,0,40,4,4,14,14,10,8
78,Yes,Non-Travel,1436,Research & Development,2,4,Life Sciences,2,932,6,Female,196,6,6,Research Scientist,4,Single,13266,30920,4,Y,No,26,6,2,160,0,30,4,8,18,8,0,10
106,Yes,Non-Travel,1798,Research & Development,22,8,Life Sciences,2,999,8,Male,126,6,2,Laboratory Technician,6,Divorced,2018,25208,10,Y,No,32,6,4,160,0,28,6,8,0,8,6,4
84,Yes,Non-Travel,552,Research & Development,2,6,Marketing,2,995,4,Female,200,6,2,Manager,4,Single,21450,44974,0,Y,No,30,6,2,160,0,26,4,4,20,18,0,12
68,Yes,Non-Travel,1594,Research & Development,36,6,Medical,2,424,6,Female,158,8,2,Laboratory Technician,6,Divorced,12442,23500,8,Y,No,22,6,2,160,4,8,10,2,14,0,0,16
90,Yes,Non-Travel,606,Research & Development,12,6,Medical,2,939,8,Female,140,4,2,Sales Executive,4,Married,17760,40640,0,Y,No,32,6,4,160,0,20,6,4,0,6,2,4
106,Yes,Non-Travel,2174,Research & Development,14,2,Medical,2,1076,4,Female,200,8,4,Research Scientist,6,Divorced,12374,24198,4,Y,No,28,6,4,160,2,14,8,4,4,0,10,6
56,Yes,Non-Travel,1966,Research & Development,28,4,Medical,2,1087,4,Male,196,2,6,Healthcare Representative,6,Divorced,5162,40506,6,Y,No,22,6,6,160,2,34,8,6,2,0,6,0
96,Yes,Non-Travel,1536,Research & Development,8,4,Medical,2,1255,6,Male,92,4,4,Research Scientist,6,Divorced,20196,47638,2,Y,No,32,6,8,160,2,2,4,6,6,8,18,6
98,Yes,Non-Travel,1124,Research & Development,16,2,Medical,2,1385,2,Male,64,4,2,Sales Executive,4,Divorced,16944,30698,8,Y,Yes,42,6,8,160,0,18,6,4,20,12,4,10
62,Yes,Non-Travel,1388,Research & Development,40,4,Medical,2,1705,6,Male,200,4,6,Manager,2,Single,13656,22596,4,Y,No,22,6,6,160,2,24,0,4,28,10,0,0
98,Yes,Non-Travel,1314,Sales,8,2,Life Sciences,2,643,4,Male,124,6,2,Research Scientist,4,Married,2018,30318,12,Y,No,28,6,2,160,0,0,4,6,8,14,0,4
44,Yes,Non-Travel,1528,Sales,16,6,Medical,2,1534,2,Male,60,4,10,Healthcare Representative,2,Married,18322,21948,0,Y,No,22,6,6,160,0,14,6,6,16,12,4,4
118,Yes,Non-Travel,1600,Sales,10,2,Medical,2,2068,4,Male,96,8,4,Healthcare Representative,2,Married,13596,28116,2,Y,No,22,6,8,160,4,30,4,6,14,12,0,12
78,Yes,Travel_Frequently,2726,Human Resources,54,6,Life Sciences,2,1124,2,Female,178,4,4,Manager,8,Married,11698,7114,2,Y,No,28,6,2,160,2,16,0,4,26,18,0,4
74,Yes,Travel_Frequently,504,Human Resources,2,4,Life Sciences,2,1304,6,Female,60,4,2,Sales Executive,2,Married,15464,44358,6,Y,Yes,22,6,4,160,0,6,4,4,20,12,16,8
96,Yes,Travel_Frequently,2332,Research & Development,2,2,Human Resources,2,1894,8,Male,136,6,6,Research Director,2,Married,21322,12408,2,Y,No,22,6,8,160,2,18,4,4,0,6,6,0
76,Yes,Travel_Frequently,1452,Research & Development,2,2,Life Sciences,2,1,4,Male,194,4,4,Healthcare Representative,8,Divorced,7440,50338,0,Y,No,40,6,8,160,0,42,4,4,24,16,2,18
76,Yes,Travel_Frequently,1620,Research & Development,30,6,Life Sciences,2,363,4,Female,120,4,4,Research Scientist,6,Single,39998,7542,8,Y,No,28,6,2,160,0,18,4,4,2,16,8,2
96,Yes,Travel_Frequently,1058,Research & Development,36,8,Life Sciences,2,623,6,Female,168,4,2,Manager,2,Divorced,29576,51694,0,Y,No,22,6,6,160,2,16,4,2,32,8,2,6
116,Yes,Travel_Frequently,1064,Research & Development,58,6,Life Sciences,2,821,6,Male,138,6,2,Research Scientist,4,Single,10992,7550,6,Y,No,24,6,4,160,2,0,8,4,16,0,10,4
70,Yes,Travel_Frequently,2186,Research & Development,2,2,Life Sciences,2,824,6,Male,112,2,6,Laboratory Technician,6,Married,29500,38128,6,Y,No,32,6,2,160,0,8,6,4,16,0,8,12
100,Yes,Travel_Frequently,1288,Research & Development,56,4,Life Sciences,2,868,2,Male,158,6,4,Sales Representative,2,Divorced,6664,17084,0,Y,Yes,30,6,8,160,0,48,6,6,0,4,0,16
42,Yes,Travel_Frequently,1276,Research & Development,16,6,Life Sciences,2,916,4,Female,164,4,6,Sales Executive,2,Single,39308,4188,0,Y,No,24,6,4,160,4,4,8,4,0,2,6,18
66,Yes,Travel_Frequently,1506,Research & Development,2,6,Life Sciences,2,1091,2,Male,168,2,4,Sales Executive,4,Single,20876,20164,4,Y,No,32,6,8,160,2,24,6,4,18,0,0,10
36,Yes,Travel_Frequently,1314,Research & Development,36,4,Life Sciences,2,1168,2,Female,100,2,2,Human Resources,4,Single,26998,53998,12,Y,No,22,6,2,160,0,6,6,2,12,12,0,6
36,Yes,Travel_Frequently,474,Research & Development,28,8,Life Sciences,2,1242,4,Female,128,2,2,Research Scientist,4,Married,4568,24950,12,Y,No,24,6,6,160,0,8,8,8,8,2,0,10
60,Yes,Travel_Frequently,1186,Research & Development,32,4,Life Sciences,2,1275,8,Male,150,4,6,Manufacturing Director,6,Single,9648,6094,0,Y,No,48,6,6,160,0,12,4,2,0,18,14,4
82,Yes,Travel_Frequently,1874,Research & Development,22,6,Life Sciences,2,1427,8,Male,120,4,2,Healthcare Representative,8,Single,22596,46672,2,Y,Yes,32,6,6,160,2,26,4,6,26,8,6,0
82,Yes,Travel_Frequently,894,Research & Development,30,4,Life Sciences,2,1674,4,Female,186,4,2,Sales Executive,4,Single,9470,26816,6,Y,No,26,6,4,160,0,22,4,6,0,8,12,4
86,Yes,Travel_Frequently,1110,Research & Development,10,6,Life Sciences,2,1769,6,Female,108,4,4,Human Resources,4,Single,3450,11314,2,Y,No,36,6,4,160,2,14,10,6,8,12,10,12
58,Yes,Travel_Frequently,2340,Research & Development,14,2,Life Sciences,2,1780,2,Male,66,4,2,Laboratory Technician,8,Single,12104,22278,6,Y,Yes,22,6,6,160,0,22,4,6,6,18,0,10
48,Yes,Travel_Frequently,1792,Research & Development,2,6,Life Sciences,2,1885,6,Male,90,4,6,Research Scientist,4,Married,17874,22398,2,Y,Yes,24,6,6,160,0,14,6,6,26,20,0,0
88,Yes,Travel_Frequently,1980,Research & Development,30,6,Life Sciences,2,1911,6,Male,200,4,2,Research Scientist,4,Married,19702,53998,2,Y,No,26,6,4,160,0,10,6,4,8,14,4,10
68,Yes,Travel_Frequently,1238,Research & Development,2,6,Marketing,2,608,6,Male,160,4,6,Manufacturing Director,6,Divorced,10824,4188,0,Y,No,22,6,2,160,2,28,4,4,8,0,0,10
88,Yes,Travel_Frequently,2112,Research & Development,6,2,Marketing,2,720,4,Female,150,6,8,Research Scientist,8,Married,11968,29930,8,Y,Yes,30,6,6,160,2,40,4,4,12,2,2,6
