Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
27,Yes,Research & Development,15,Other,1,Male,1,1,Research Director,2,Married,14053,No,26,4.0,5.0
34,No,Sales,0,Human Resources,2,Male,3,5,Sales Executive,2,Divorced,8666,No,0,1.0,10.0
25,Yes,Human Resources,18,Medical,3,Female,1,2,Human Resources,3,Divorced,10804,No,11,2.0,2.0
51,Yes,Research & Development,8,Medical,3,Male,2,5,Human Resources,4,Single,7131,No,8,3.0,7.0
23,Yes,Research & Development,8,Human Resources,1,Male,3,4,Human Resources,1,Married,9683,Yes,18,3.0,22.0
32,Yes,Research & Development,16,Medical,4,Male,4,3,Laboratory Technician,4,Divorced,2751,No,14,2.0,1.0
38,No,Human Resources,17,Medical,1,Male,3,4,Manufacturing Director,2,Married,4344,No,15,3.0,9.0
50,Yes,Research & Development,15,Technical Degree,4,Male,2,5,Healthcare Representative,3,Married,8147,Yes,13,2.0,0.0
23,Yes,Sales,2,Marketing,1,Female,2,5,Manager,1,Single,8113,No,4,4.0,0.0
47,No,Sales,15,Marketing,3,Female,1,4,Human Resources,2,Married,8892,No,20,3.0,11.0
37,Yes,Research & Development,2,Other,1,Male,1,4,Manufacturing Director,1,Married,11683,Yes,17,4.0,4.0
27,No,Research & Development,15,Human Resources,1,Male,4,4,Manager,1,Married,0,Yes,18,4.0,16.0
41,No,Human Resources,0,Life Sciences,4,Female,4,2,Sales Executive,4,Divorced,1915,No,21,2.0,10.0
38,No,Human Resources,8,Other,3,Male,2,5,Research Scientist,2,Single,7583,Yes,14,3.0,2.0
31,Yes,Human Resources,2,Other,4,Male,2,1,Research Director,1,Single,3092,No,22,1.0,1.0
37,No,Research & Development,16,Other,1,Male,2,2,Manufacturing Director,4,Married,22405,Yes,14,1.0,11.0
33,No,Human Resources,18,Other,2,Male,4,2,Sales Representative,3,Married,8930,No,9,1.0,0.0
37,Yes,Human Resources,10,Marketing,1,Male,2,2,Manufacturing Director,1,Divorced,6134,No,11,1.0,0.0
42,No,Sales,10,Life Sciences,1,Male,4,1,Human Resources,2,Single,4076,No,11,2.0,0.0
51,No,Human Resources,14,Other,4,Male,2,4,Human Resources,3,Divorced,4242,Yes,7,4.0,10.0
25,No,Sales,18,Marketing,2,Male,3,5,Manufacturing Director,1,Single,6644,Yes,23,3.0,2.0
56,No,Sales,9,Other,2,Female,3,3,Research Director,1,Divorced,7030,No,13,2.0,9.0
19,No,Human Resources,5,Medical,4,Female,2,3,Manager,2,Married,4352,Yes,12,1.0,0.0
35,Yes,Sales,14,Other,3,Male,3,5,Sales Executive,1,Divorced,5216,Yes,14,3.0,0.0
42,No,Research & Development,0,Human Resources,2,Male,4,1,Sales Representative,2,Married,12831,No,34,2.0,11.0
39,No,Research & Development,16,Human Resources,2,Male,1,3,Sales Executive,2,Single,13021,Yes,2,4.0,6.0
31,Yes,Human Resources,3,Other,4,Male,3,2,Laboratory Technician,2,Single,7689,Yes,4,1.0,2.0
35,Yes,Research & Development,7,Technical Degree,3,Female,1,3,Research Director,2,Married,188,No,0,3.0,4.0
32,Yes,Sales,16,Medical,3,Female,3,5,Human Resources,1,Single,9038,No,9,3.0,4.0
31,No,Research & Development,5,Life Sciences,1,Female,4,2,Laboratory Technician,3,Divorced,13820,Yes,13,1.0,19.0
44,Yes,Human Resources,14,Other,1,Female,3,3,Sales Executive,3,Married,12951,Yes,7,4.0,8.0
40,No,Human Resources,18,Life Sciences,4,Male,3,5,Sales Executive,4,Single,9960,Yes,7,1.0,7.0
30,No,Sales,10,Medical,3,Male,2,1,Sales Representative,2,Divorced,13199,No,12,4.0,2.0
45,Yes,Human Resources,11,Other,4,Male,1,5,Healthcare Representative,1,Divorced,6754,Yes,7,3.0,11.0
39,Yes,Research & Development,8,Technical Degree,1,Female,1,1,Sales Executive,1,Single,9460,Yes,13,1.0,0.0
44,No,Human Resources,10,Marketing,4,Male,4,2,Manager,4,Single,3297,Yes,19,4.0,10.0
42,Yes,Sales,0,Technical Degree,4,Male,4,5,Manager,3,Divorced,7878,Yes,16,4.0,10.0
29,No,Human Resources,6,Technical Degree,2,Female,1,4,Manufacturing Director,1,Married,12762,Yes,18,2.0,13.0
31,Yes,Research & Development,0,Marketing,2,Female,2,4,Sales Representative,4,Single,3727,Yes,19,4.0,0.0
43,Yes,Sales,1,Marketing,2,Female,2,4,Sales Representative,3,Single,2447,No,13,1.0,13.0
42,Yes,Research & Development,0,Human Resources,1,Female,1,4,Human Resources,1,Married,6961,No,10,1.0,9.0
36,No,Sales,11,Marketing,4,Female,3,4,Sales Executive,2,Married,5435,No,5,4.0,2.0
37,Yes,Human Resources,22,Other,2,Male,1,1,Healthcare Representative,4,Single,9559,Yes,8,1.0,0.0
48,No,Sales,5,Life Sciences,2,Male,3,5,Laboratory Technician,1,Married,4369,Yes,7,3.0,4.0
31,No,Sales,17,Human Resources,2,Female,1,2,Sales Representative,4,Divorced,14593,No,16,3.0,8.0
41,No,Human Resources,18,Human Resources,1,Male,3,4,Manufacturing Director,4,Divorced,431,No,13,1.0,0.0
35,No,Research & Development,0,Life Sciences,1,Male,2,4,Manufacturing Director,4,Divorced,12405,No,16,4.0,1.0
34,Yes,Human Resources,1,Human Resources,4,Male,1,2,Sales Executive,2,Single,2902,No,2,3.0,0.0
46,No,Sales,17,Marketing,4,Male,4,2,Sales Executive,3,Married,0,No,22,4.0,4.0
44,No,Human Resources,8,Technical Degree,4,Female,3,4,Research Scientist,3,Divorced,7622,Yes,7,1.0,0.0
44,Yes,Sales,0,Medical,2,Male,2,1,Research Scientist,1,Married,5304,Yes,2,2.0,20.0
48,No,Human Resources,4,Marketing,3,Male,4,2,Sales Executive,2,Divorced,1278,Yes,7,3.0,12.0
37,Yes,Human Resources,12,Technical Degree,1,Male,2,5,Research Director,3,Married,0,Yes,30,1.0,0.0
43,No,Research & Development,2,Technical Degree,2,Female,3,5,Manager,1,Divorced,6463,Yes,8,3.0,1.0
34,Yes,Sales,0,Human Resources,2,Male,1,1,Manager,1,Divorced,11097,No,8,4.0,0.0
39,No,Research & Development,6,Other,4,Female,2,3,Human Resources,4,Divorced,9256,No,9,2.0,6.0
35,Yes,Sales,7,Other,4,Female,1,1,Healthcare Representative,2,Divorced,6769,Yes,10,2.0,17.0
37,No,Human Resources,9,Human Resources,2,Female,1,4,Manufacturing Director,3,Divorced,8757,No,5,1.0,14.0
42,No,Sales,19,Human Resources,1,Female,2,3,Manager,2,Divorced,6374,Yes,12,3.0,8.0
29,Yes,Research & Development,9,Life Sciences,1,Male,2,4,Research Director,2,Divorced,0,Yes,19,2.0,5.0
56,Yes,Research & Development,11,Life Sciences,2,Female,2,5,Sales Executive,3,Divorced,0,No,13,3.0,10.0
27,Yes,Research & Development,17,Medical,3,Female,1,2,Sales Representative,3,Divorced,5546,Yes,2,4.0,8.0
25,Yes,Sales,9,Medical,3,Female,4,4,Research Director,2,Married,5746,Yes,8,4.0,9.0
47,No,Research & Development,26,Medical,1,Female,3,5,Human Resources,1,Married,10509,Yes,6,1.0,8.0
44,No,Research & Development,0,Medical,4,Female,4,1,Research Director,2,Single,10068,No,11,2.0,9.0
42,Yes,Research & Development,1,Technical Degree,3,Male,1,4,Sales Representative,3,Divorced,9351,No,21,2.0,0.0
42,No,Human Resources,14,Technical Degree,3,Female,2,5,Laboratory Technician,2,Married,5183,Yes,10,3.0,6.0
36,Yes,Human Resources,19,Life Sciences,4,Male,2,2,Research Scientist,3,Married,2,Yes,10,4.0,8.0
28,Yes,Sales,7,Other,3,Male,3,4,Laboratory Technician,1,Married,8442,No,25,2.0,4.0
37,No,Sales,0,Human Resources,2,Female,3,5,Manufacturing Director,2,Married,8975,No,18,1.0,0.0
30,No,Research & Development,23,Other,3,Male,4,4,Manufacturing Director,1,Married,0,No,15,1.0,7.0
45,No,Human Resources,2,Marketing,4,Male,4,2,Manager,2,Married,2574,No,26,2.0,32.0
35,No,Research & Development,11,Technical Degree,2,Male,3,4,Sales Representative,2,Single,3249,Yes,15,1.0,1.0
29,No,Research & Development,19,Medical,3,Female,1,4,Manufacturing Director,3,Married,7060,Yes,0,2.0,6.0
33,No,Human Resources,5,Medical,1,Female,4,5,Manager,4,Single,2720,Yes,17,2.0,14.0
40,No,Human Resources,4,Marketing,2,Female,2,3,Human Resources,3,Single,6323,No,0,2.0,17.0
31,Yes,Human Resources,4,Other,2,Female,2,4,Manager,2,Divorced,5511,No,14,2.0,3.0
29,Yes,Sales,16,Medical,1,Female,1,3,Laboratory Technician,4,Divorced,5753,Yes,0,3.0,12.0
39,Yes,Sales,17,Other,1,Female,3,1,Sales Executive,4,Divorced,3130,No,7,2.0,11.0
39,Yes,Research & Development,9,Human Resources,3,Female,4,4,Healthcare Representative,1,Married,3494,Yes,8,1.0,3.0
32,Yes,Sales,24,Marketing,3,Male,2,3,Laboratory Technician,2,Divorced,1417,No,5,4.0,10.0
32,No,Human Resources,9,Other,4,Male,3,1,Research Director,3,Married,8292,Yes,8,3.0,5.0
39,Yes,Human Resources,19,Human Resources,4,Female,4,5,Sales Executive,4,Married,9191,Yes,19,4.0,3.0
23,Yes,Sales,5,Other,2,Male,1,4,Research Scientist,4,Divorced,2874,Yes,5,4.0,17.0
24,Yes,Research & Development,28,Other,1,Female,2,5,Laboratory Technician,3,Divorced,13662,Yes,15,4.0,10.0
30,Yes,Research & Development,21,Medical,1,Female,1,1,Laboratory Technician,3,Single,5021,No,3,4.0,0.0
34,Yes,Sales,8,Life Sciences,4,Female,1,5,Research Director,4,Single,13706,Yes,9,4.0,6.0
39,Yes,Research & Development,20,Technical Degree,2,Male,1,5,Healthcare Representative,3,Married,3479,Yes,13,1.0,3.0
50,Yes,Research & Development,20,Other,2,Female,4,2,Research Director,1,Married,0,Yes,3,2.0,5.0
44,No,Research & Development,21,Other,4,Female,1,1,Manager,4,Divorced,8396,Yes,1,1.0,10.0
35,No,Human Resources,0,Other,4,Female,4,5,Research Scientist,1,Divorced,7673,No,15,3.0,8.0
36,Yes,Human Resources,15,Life Sciences,4,Female,4,3,Manufacturing Director,2,Single,6664,Yes,20,1.0,15.0
27,No,Sales,13,Human Resources,3,Male,1,1,Human Resources,1,Divorced,3479,Yes,10,3.0,14.0
36,No,Human Resources,13,Marketing,2,Female,1,2,Manufacturing Director,3,Married,6340,No,7,2.0,0.0
34,No,Research & Development,10,Medical,2,Male,3,4,Healthcare Representative,4,Divorced,4095,Yes,12,4.0,6.0
39,No,Human Resources,11,Life Sciences,2,Male,2,5,Healthcare Representative,1,Single,5079,Yes,11,2.0,0.0
29,Yes,Sales,19,Human Resources,4,Female,3,3,Research Director,3,Married,10465,Yes,13,1.0,0.0
41,No,Human Resources,13,Other,4,Female,2,2,Manager,3,Single,7370,Yes,0,1.0,0.0
50,No,Research & Development,10,Human Resources,4,Male,2,1,Sales Representative,1,Single,9374,No,2,2.0,0.0
35,No,Research & Development,18,Life Sciences,4,Male,3,5,Manager,4,Married,5411,No,4,2.0,15.0
40,Yes,Sales,12,Life Sciences,1,Male,3,2,Healthcare Representative,1,Single,4892,No,12,1.0,11.0
43,Yes,Human Resources,13,Life Sciences,4,Male,2,2,Healthcare Representative,2,Divorced,1072,No,12,2.0,10.0
33,Yes,Human Resources,24,Marketing,3,Female,2,3,Laboratory Technician,1,Divorced,4760,No,16,3.0,14.0
38,Yes,Human Resources,5,Technical Degree,1,Male,2,4,Sales Representative,1,Single,0,No,13,3.0,10.0
37,Yes,Research & Development,0,Medical,1,Male,4,4,Healthcare Representative,4,Divorced,3724,Yes,1,1.0,6.0
37,Yes,Sales,9,Marketing,4,Male,2,4,Sales Representative,1,Single,6117,Yes,22,1.0,3.0
29,Yes,Human Resources,10,Marketing,2,Male,1,1,Research Scientist,3,Divorced,9156,Yes,21,2.0,17.0
37,No,Research & Development,15,Technical Degree,4,Female,1,2,Human Resources,4,Single,5238,Yes,1,2.0,15.0
41,No,Research & Development,10,Marketing,2,Female,1,1,Research Director,3,Divorced,8139,No,13,4.0,5.0
50,No,Research & Development,15,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,0,Yes,6,3.0,11.0
45,Yes,Human Resources,29,Life Sciences,4,Male,3,3,Research Scientist,2,Married,6235,Yes,12,1.0,0.0
56,Yes,Human Resources,15,Human Resources,2,Male,3,3,Manager,2,Divorced,0,No,19,1.0,11.0
29,Yes,Human Resources,17,Other,2,Female,2,1,Research Director,2,Single,814,Yes,27,1.0,3.0
44,Yes,Human Resources,8,Marketing,2,Female,1,1,Sales Representative,1,Divorced,5621,Yes,17,1.0,23.0
38,Yes,Human Resources,0,Other,2,Male,2,3,Research Director,2,Single,12511,No,13,4.0,14.0
56,No,Human Resources,0,Medical,3,Female,4,5,Manufacturing Director,4,Divorced,8250,Yes,8,3.0,0.0
29,No,Human Resources,4,Life Sciences,2,Male,4,4,Laboratory Technician,2,Divorced,6588,Yes,12,4.0,2.0
29,Yes,Human Resources,0,Human Resources,4,Male,3,4,Sales Representative,4,Married,6410,No,21,3.0,7.0
31,Yes,Human Resources,13,Medical,4,Male,4,3,Research Scientist,3,Single,3143,Yes,10,1.0,6.0
17,Yes,Research & Development,6,Human Resources,3,Male,1,4,Healthcare Representative,1,Single,3941,Yes,4,3.0,6.0
32,Yes,Human Resources,0,Technical Degree,2,Male,4,5,Sales Representative,3,Single,8514,Yes,0,1.0,13.0
29,No,Sales,10,Life Sciences,4,Male,3,5,Sales Executive,3,Single,0,Yes,15,4.0,3.0
38,Yes,Research & Development,3,Medical,3,Female,2,2,Manufacturing Director,2,Single,9295,Yes,13,3.0,6.0
40,Yes,Human Resources,12,Technical Degree,4,Female,4,1,Research Scientist,2,Married,4673,No,6,2.0,16.0
54,Yes,Sales,14,Medical,3,Female,1,4,Manager,2,Divorced,10389,Yes,19,3.0,16.0
45,Yes,Human Resources,3,Human Resources,3,Male,1,5,Sales Executive,3,Single,11027,Yes,7,1.0,12.0
31,No,Sales,7,Technical Degree,1,Female,1,1,Sales Representative,1,Single,0,Yes,10,2.0,4.0
28,Yes,Sales,10,Technical Degree,1,Male,2,1,Laboratory Technician,1,Divorced,3764,No,11,1.0,2.0
41,Yes,Sales,0,Life Sciences,2,Male,1,2,Sales Executive,3,Married,2475,No,8,2.0,6.0
24,No,Sales,10,Other,1,Male,3,1,Research Director,1,Married,0,No,13,2.0,7.0
53,No,Research & Development,0,Human Resources,3,Male,3,1,Sales Representative,3,Married,1641,Yes,20,3.0,6.0
47,No,Research & Development,13,Human Resources,4,Female,1,3,Research Scientist,3,Divorced,17996,Yes,2,3.0,10.0
32,Yes,Sales,5,Technical Degree,4,Female,4,2,Sales Representative,1,Divorced,9372,Yes,15,2.0,9.0
21,Yes,Human Resources,0,Technical Degree,2,Female,1,2,Laboratory Technician,4,Married,15529,Yes,12,2.0,8.0
49,No,Sales,4,Life Sciences,1,Male,3,4,Human Resources,4,Married,10406,Yes,12,2.0,4.0
35,No,Research & Development,4,Other,2,Female,3,1,Research Director,2,Divorced,3010,No,18,1.0,0.0
48,No,Human Resources,17,Human Resources,3,Female,3,4,Healthcare Representative,1,Married,4705,Yes,11,3.0,11.0
22,No,Research & Development,10,Marketing,1,Female,4,5,Sales Representative,2,Single,9273,Yes,15,1.0,7.0
31,No,Research & Development,1,Marketing,2,Male,4,1,Laboratory Technician,3,Divorced,8562,No,16,3.0,9.0
36,No,Human Resources,22,Other,4,Female,4,5,Sales Executive,4,Married,3784,No,7,4.0,9.0
37,Yes,Sales,14,Medical,4,Male,3,3,Sales Executive,1,Single,0,No,13,1.0,0.0
32,Yes,Sales,6,Life Sciences,2,Female,2,1,Research Scientist,1,Divorced,21981,No,9,3.0,17.0
42,Yes,Sales,0,Other,2,Male,1,4,Research Director,1,Divorced,5838,No,10,2.0,3.0
27,No,Sales,5,Marketing,2,Female,1,4,Sales Executive,4,Single,4969,Yes,8,2.0,15.0
35,No,Human Resources,7,Technical Degree,3,Female,3,1,Healthcare Representative,2,Divorced,7036,Yes,14,3.0,9.0
38,No,Human Resources,12,Marketing,3,Female,4,4,Human Resources,4,Married,5360,Yes,11,2.0,0.0
41,No,Human Resources,14,Technical Degree,4,Male,2,1,Human Resources,2,Divorced,7080,Yes,14,2.0,2.0
43,No,Research & Development,15,Life Sciences,3,Female,2,2,Research Scientist,3,Married,12561,Yes,11,4.0,2.0
26,No,Human Resources,0,Technical Degree,3,Female,4,4,Sales Representative,3,Single,5916,No,0,4.0,3.0
22,Yes,Sales,10,Other,1,Male,1,1,Sales Executive,2,Single,1028,Yes,11,4.0,0.0
48,Yes,Research & Development,7,Technical Degree,3,Male,1,1,Laboratory Technician,3,Divorced,5741,Yes,11,1.0,2.0
39,No,Sales,30,Medical,1,Male,2,4,Manager,3,Single,4316,No,13,4.0,12.0
30,Yes,Sales,9,Other,3,Male,2,2,Human Resources,1,Single,13206,No,6,4.0,13.0
51,No,Human Resources,4,Life Sciences,4,Female,4,4,Research Scientist,1,Divorced,12016,Yes,1,4.0,2.0
37,Yes,Human Resources,10,Other,2,Female,1,1,Sales Representative,4,Married,7009,Yes,16,3.0,0.0
47,No,Sales,9,Medical,4,Male,2,2,Manufacturing Director,4,Divorced,482,No,9,2.0,10.0
37,No,Sales,0,Life Sciences,3,Female,1,5,Research Scientist,4,Divorced,731,Yes,12,3.0,0.0
55,Yes,Research & Development,12,Marketing,2,Male,2,3,Laboratory Technician,1,Married,6574,No,9,4.0,0.0
52,Yes,Human Resources,6,Medical,2,Female,4,4,Manager,4,Married,8086,Yes,11,1.0,5.0
34,No,Research & Development,8,Life Sciences,2,Male,1,1,Human Resources,4,Married,4739,No,7,3.0,4.0
45,No,Research & Development,2,Technical Degree,1,Female,2,2,Research Director,1,Divorced,4242,No,3,4.0,2.0
42,Yes,Research & Development,0,Other,4,Male,2,2,Human Resources,2,Married,3712,No,14,1.0,2.0
49,Yes,Sales,16,Life Sciences,1,Male,2,5,Manufacturing Director,1,Single,6392,Yes,6,1.0,3.0
28,No,Research & Development,18,Other,2,Female,2,4,Manufacturing Director,2,Married,0,No,12,1.0,2.0
43,Yes,Research & Development,12,Technical Degree,4,Female,4,2,Human Resources,1,Single,1317,No,14,2.0,3.0
46,No,Sales,0,Life Sciences,4,Female,1,5,Research Director,4,Married,3550,Yes,6,1.0,5.0
20,No,Human Resources,13,Marketing,3,Male,1,1,Research Scientist,3,Single,12187,Yes,1,4.0,9.0
26,No,Human Resources,0,Medical,1,Female,3,5,Research Director,3,Single,2671,Yes,30,3.0,8.0
18,No,Research & Development,3,Life Sciences,1,Male,1,4,Sales Executive,2,Single,7352,No,7,3.0,3.0
34,Yes,Sales,16,Technical Degree,3,Female,3,5,Human Resources,2,Single,7569,No,16,4.0,5.0
43,Yes,Human Resources,14,Life Sciences,1,Female,2,2,Human Resources,2,Single,12613,No,26,2.0,15.0
50,Yes,Research & Development,12,Other,2,Male,4,2,Research Director,3,Married,12447,Yes,17,2.0,13.0
37,Yes,Research & Development,19,Human Resources,2,Male,4,3,Healthcare Representative,2,Divorced,6232,Yes,8,1.0,10.0
51,Yes,Sales,13,Life Sciences,1,Female,2,5,Healthcare Representative,1,Divorced,4264,No,10,4.0,0.0
24,Yes,Research & Development,0,Marketing,3,Male,3,1,Laboratory Technician,1,Divorced,3377,Yes,4,1.0,7.0
21,Yes,Human Resources,6,Life Sciences,4,Male,2,4,Healthcare Representative,3,Divorced,5368,Yes,18,1.0,2.0
36,No,Sales,8,Medical,1,Female,4,3,Manufacturing Director,1,Divorced,4459,No,15,4.0,1.0
40,Yes,Human Resources,7,Life Sciences,4,Male,4,5,Sales Executive,2,Single,9109,No,7,2.0,4.0
36,Yes,Human Resources,4,Human Resources,3,Female,1,1,Human Resources,3,Married,8481,Yes,3,2.0,13.0
18,No,Human Resources,0,Other,4,Female,3,3,Manufacturing Director,2,Single,9289,No,0,3.0,12.0
36,Yes,Research & Development,28,Life Sciences,3,Male,1,2,Laboratory Technician,1,Married,12431,Yes,18,4.0,3.0
25,Yes,Research & Development,6,Marketing,3,Female,4,4,Manager,2,Married,15273,Yes,12,1.0,7.0
43,No,Human Resources,28,Technical Degree,2,Male,4,5,Sales Executive,3,Married,7089,No,12,4.0,4.0
40,Yes,Human Resources,0,Life Sciences,2,Female,1,1,Healthcare Representative,2,Married,11679,No,4,1.0,5.0
28,Yes,Sales,14,Life Sciences,3,Male,1,2,Sales Representative,1,Divorced,4847,Yes,0,3.0,13.0
32,Yes,Sales,11,Medical,1,Male,4,3,Research Scientist,4,Married,12081,Yes,18,3.0,6.0
27,No,Research & Development,1,Marketing,2,Male,1,4,Human Resources,3,Married,11500,No,11,3.0,0.0
36,Yes,Research & Development,5,Human Resources,3,Male,1,3,Manager,2,Divorced,11250,Yes,18,3.0,7.0
45,Yes,Sales,9,Technical Degree,4,Male,3,3,Research Scientist,3,Single,6945,Yes,8,1.0,18.0
27,No,Human Resources,2,Other,4,Female,4,1,Research Director,2,Single,3356,Yes,9,2.0,2.0
41,Yes,Research & Development,7,Life Sciences,1,Female,2,2,Research Director,4,Single,0,Yes,16,1.0,16.0
32,No,Human Resources,0,Human Resources,4,Male,3,5,Sales Executive,1,Single,6314,Yes,16,3.0,10.0
29,No,Sales,14,Technical Degree,4,Female,2,1,Sales Executive,2,Married,13720,No,17,2.0,14.0
35,Yes,Research & Development,19,Other,3,Male,1,4,Sales Executive,2,Divorced,5044,Yes,8,4.0,12.0
27,No,Research & Development,12,Human Resources,4,Male,1,3,Manufacturing Director,4,Divorced,10199,Yes,16,1.0,8.0
31,No,Sales,27,Marketing,4,Female,2,4,Manufacturing Director,3,Single,10476,No,19,4.0,3.0
25,Yes,Research & Development,14,Marketing,4,Female,1,1,Research Director,1,Divorced,5167,No,10,3.0,8.0
54,No,Sales,18,Technical Degree,4,Male,1,1,Sales Executive,2,Married,12700,No,7,4.0,8.0
37,No,Research & Development,19,Other,3,Male,3,5,Laboratory Technician,2,Single,0,Yes,21,2.0,12.0
30,Yes,Sales,0,Marketing,4,Male,2,3,Sales Executive,1,Married,746,Yes,6,2.0,0.0
38,Yes,Research & Development,12,Technical Degree,1,Male,3,1,Human Resources,4,Married,2192,No,16,2.0,0.0
35,Yes,Human Resources,0,Marketing,2,Male,2,4,Human Resources,3,Married,2643,No,10,1.0,8.0
34,No,Human Resources,0,Marketing,1,Male,3,5,Sales Representative,1,Married,8086,No,0,4.0,9.0
42,Yes,Human Resources,1,Human Resources,2,Female,4,4,Research Director,3,Married,7868,No,20,4.0,1.0
43,No,Research & Development,6,Human Resources,1,Male,4,3,Sales Executive,4,Single,8357,No,0,4.0,9.0
32,No,Research & Development,14,Marketing,2,Male,2,5,Healthcare Representative,4,Married,9309,Yes,0,3.0,11.0
31,No,Human Resources,12,Medical,2,Female,4,5,Research Scientist,1,Single,2029,No,15,1.0,5.0
34,No,Human Resources,9,Human Resources,2,Male,3,5,Sales Executive,2,Divorced,767,Yes,15,1.0,15.0
15,No,Sales,15,Other,2,Male,2,2,Laboratory Technician,4,Married,8368,Yes,6,4.0,16.0
23,No,Sales,15,Technical Degree,3,Female,4,5,Sales Representative,4,Married,3535,No,12,1.0,7.0
49,No,Sales,12,Technical Degree,1,Male,4,4,Sales Executive,1,Divorced,0,No,0,4.0,12.0
51,Yes,Human Resources,0,Other,2,Female,2,4,Research Scientist,1,Single,11075,No,16,4.0,0.0
34,Yes,Human Resources,3,Other,1,Male,4,3,Research Scientist,1,Married,13071,No,13,4.0,13.0
42,No,Human Resources,9,Other,4,Female,4,1,Manufacturing Director,4,Divorced,13833,No,10,2.0,15.0
39,No,Sales,15,Other,2,Female,2,1,Laboratory Technician,3,Divorced,7383,Yes,11,3.0,0.0
65,Yes,Research & Development,0,Life Sciences,1,Female,4,2,Laboratory Technician,4,Married,9449,No,15,1.0,10.0
47,No,Human Resources,9,Technical Degree,3,Male,4,5,Healthcare Representative,1,Single,12952,No,11,3.0,0.0
35,Yes,Research & Development,0,Life Sciences,1,Male,4,2,Laboratory Technician,2,Single,3483,Yes,0,2.0,2.0
28,Yes,Research & Development,17,Marketing,2,Female,4,3,Sales Representative,2,Married,11731,No,28,1.0,3.0
22,Yes,Research & Development,11,Marketing,4,Female,1,3,Healthcare Representative,1,Divorced,7799,No,20,4.0,0.0
38,No,Sales,0,Technical Degree,1,Male,2,1,Manufacturing Director,2,Married,10804,No,1,3.0,5.0
30,No,Research & Development,0,Marketing,4,Male,1,3,Laboratory Technician,4,Single,7379,Yes,8,2.0,5.0
23,Yes,Human Resources,12,Other,3,Male,1,5,Manufacturing Director,3,Divorced,12605,No,9,1.0,10.0
31,Yes,Sales,20,Life Sciences,1,Male,3,4,Research Scientist,4,Married,7555,No,19,1.0,0.0
27,Yes,Human Resources,0,Other,1,Male,1,3,Sales Executive,1,Divorced,0,No,0,3.0,10.0
52,Yes,Human Resources,15,Marketing,3,Female,1,2,Laboratory Technician,4,Single,13338,No,7,3.0,2.0
44,Yes,Sales,4,Human Resources,3,Male,3,5,Research Scientist,2,Single,2041,Yes,0,1.0,0.0
36,No,Human Resources,15,Life Sciences,3,Female,4,3,Sales Executive,4,Single,12402,No,9,1.0,5.0
50,Yes,Human Resources,14,Other,2,Male,4,3,Sales Executive,3,Married,6078,Yes,7,2.0,11.0
37,No,Sales,10,Technical Degree,2,Female,1,5,Research Scientist,2,Divorced,12039,No,11,4.0,4.0
29,Yes,Human Resources,0,Other,1,Female,3,3,Human Resources,3,Married,11845,No,6,4.0,10.0
50,No,Research & Development,14,Human Resources,1,Male,4,4,Healthcare Representative,3,Married,8528,No,5,2.0,8.0
41,No,Human Resources,13,Marketing,1,Female,3,1,Human Resources,3,Married,8897,Yes,16,1.0,26.0
27,No,Research & Development,12,Life Sciences,4,Female,2,5,Research Director,4,Married,8492,No,14,3.0,5.0
35,No,Human Resources,10,Technical Degree,3,Female,2,2,Manager,4,Divorced,0,No,15,3.0,5.0
28,No,Sales,2,Life Sciences,1,Female,2,3,Sales Executive,4,Divorced,7060,Yes,9,1.0,13.0
24,No,Sales,17,Technical Degree,3,Male,2,1,Healthcare Representative,4,Married,1248,No,6,2.0,6.0
45,Yes,Human Resources,16,Life Sciences,2,Female,1,2,Sales Executive,2,Married,7308,No,10,1.0,8.0
54,No,Sales,0,Marketing,3,Male,2,2,Sales Representative,4,Single,1122,No,15,3.0,0.0
24,Yes,Human Resources,19,Technical Degree,4,Female,2,4,Research Director,2,Single,924,No,0,1.0,6.0
42,No,Sales,10,Medical,4,Male,3,1,Research Director,3,Divorced,14058,Yes,14,1.0,2.0
30,No,Research & Development,10,Life Sciences,3,Male,4,5,Sales Representative,2,Single,11537,Yes,13,2.0,4.0
32,Yes,Human Resources,7,Life Sciences,4,Male,3,1,Research Scientist,1,Divorced,6483,Yes,11,4.0,8.0
31,No,Research & Development,8,Other,4,Female,1,1,Healthcare Representative,4,Divorced,7372,No,10,3.0,6.0
29,Yes,Research & Development,20,Technical Degree,2,Male,2,2,Manufacturing Director,1,Divorced,5335,No,0,3.0,11.0
37,Yes,Human Resources,17,Human Resources,1,Male,4,4,Healthcare Representative,2,Single,9185,No,7,1.0,12.0
29,Yes,Research & Development,17,Medical,4,Female,4,4,Human Resources,4,Single,3320,No,25,3.0,5.0
39,Yes,Human Resources,10,Marketing,1,Male,2,1,Manufacturing Director,1,Divorced,11181,Yes,11,3.0,8.0
36,No,Research & Development,16,Other,3,Female,2,1,Research Director,4,Divorced,5311,No,8,4.0,0.0
34,No,Human Resources,2,Medical,3,Female,1,3,Research Director,2,Married,4526,Yes,11,3.0,8.0
